"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EST","Estonia","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,0.650429,,
"NOR","Norway","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,3851,,
"DEU","Germany","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,82906,,
"LUX","Luxembourg","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,31.605422,,
"GBR","United Kingdom","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,49799.954345,,
"ISR","Israel","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1913.15956,,
"NLD","Netherlands","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,783.21994,,
"HUN","Hungary","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-2.175117,,
"USA","United States","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,326949,,
"ITA","Italy","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,43622.206,,
"BEL","Belgium","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,5.776903,,
"PRT","Portugal","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-44.590463,,
"POL","Poland","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-44.579187,,
"ITA","Italy","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-14.448869,,
"SVK","Slovak Republic","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-49.935927,,
"AUS","Australia","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,887.167767,"E","Estimated value"
"CAN","Canada","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-20.308438,,
"HUN","Hungary","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,4662.292,,
"FRA","France","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-24.85569,,
"EST","Estonia","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,1119.738,,
"CHL","Chile","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-60.842403,,
"CHE","Switzerland","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,13.740697,,
"USA","United States","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1746.076203,,
"CAN","Canada","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,877.069977,,
"AUS","Australia","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-15.79833,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,32442.967,,
"SWE","Sweden","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-2.454442,,
"SWE","Sweden","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1466,,
"TUR","Turkey","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,646.324583,"E","Estimated value"
"RUS","Russia","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,15.386257,,
"JPN","Japan","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,911.807534,,
"RUS","Russia","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,142887.3308,,
"FIN","Finland","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-12.731466,,
"NZL","New Zealand","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-30.621826,,
"FRA","France","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,42629.311,,
"ZAF","South Africa","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,57726,,
"LUX","Luxembourg","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,448.782,,
"KOR","Korea","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1032.999186,,
"FIN","Finland","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,4059.9506,,
"FRA","France","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,28163,,
"NZL","New Zealand","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,935.333631,,
"BRA","Brazil","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,208494.9,,
"ISR","Israel","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,8881,,
"CZE","Czech Republic","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-34.730896,,
"ISL","Iceland","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-9.384308,,
"IRL","Ireland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,810.885993,,
"GRC","Greece","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,8819.811336,,
"DEU","Germany","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1386.930507,,
"ISR","Israel","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-40.273071,,
"IRL","Ireland","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,34.871344,,
"CHL","Chile","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,867.400759,,
"BEL","Belgium","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1579.798261,,
"POL","Poland","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1787,,
"ISL","Iceland","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,352.7,,
"AUT","Austria","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,4487.91,,
"NOR","Norway","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,2792,,
"ISL","Iceland","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1496.456071,,
"EST","Estonia","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,649.5,,
"SWE","Sweden","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,10175.2135,,
"CHN","China (People's Republic of)","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,775860,,
"NOR","Norway","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-14.040796,,
"ESP","Spain","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,720.727387,,
"GBR","United Kingdom","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-11.120336,,
"RUS","Russia","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,72531.64,,
"FIN","Finland","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,2626.1,,
"DEU","Germany","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-2.054349,,
"DNK","Denmark","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,707.033483,,
"LUX","Luxembourg","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,675.734,,
"OECD","OECD - Total","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,95509.086441,,
"ZAF","South Africa","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-72.160833,,
"G-7","G7","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,810.168429,,
"G-7","G7","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,41169606.957,,
"G-7","G7","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-14.915941,,
"OECD","OECD - Total","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,53.941568,,
"OECD","OECD - Total","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,1354827.748,,
"G-7","G7","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,53639.582789,,
"OECD","OECD - Total","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-6.576158,,
"OECD","OECD - Total","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,42501.509207,,
"OECD","OECD - Total","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,640520.74132,,
"G-7","G7","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-11.428102,,
"OECD","OECD - Total","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,57582224.005,,
"G-7","G7","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",85.084059,,
"G-7","G7","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",96.062138,,
"G-7","G7","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1651.900746,,
"OECD","OECD - Total","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,1067492.5928,,
"G-7","G7","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",199.737457,,
"OECD","OECD - Total","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",93.423842,,
"G-7","G7","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,38769626.036,,
"G-7","G7","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,767522.878,,
"G-7","G7","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,50512.665026,,
"OECD","OECD - Total","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",76.665309,,
"ZAF","South Africa","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-26.211025,,
"OECD","OECD - Total","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",296.797804,,
"OECD","OECD - Total","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-28.376323,,
"OECD","OECD - Total","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,787.917574,,
"OECD","OECD - Total","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,89899.077876,,
"OECD","OECD - Total","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",71.623677,,
"OECD","OECD - Total","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,57.307705,,
"G-7","G7","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,621822.80415,,
"OECD","OECD - Total","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,61175550.85,,
"G-7","G7","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-3.937862,,
"OECD","OECD - Total","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1666.601132,,
"OECD","OECD - Total","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",73.175782,,
"OECD","OECD - Total","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-23.334691,,
"OECD","OECD - Total","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,45153.748098,,
"G-7","G7","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,376428.672,,
"G-7","G7","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,66.20794,,
"G-7","G7","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,109368.94562,,
"G-7","G7","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,62.34835,,
"G-7","G7","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,102993.28643,,
"G-7","G7","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",88.571898,,
"G-7","G7","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",83.79473,,
"COL","Colombia","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,987791000,,
"COL","Colombia","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,20412891.377,,
"COL","Colombia","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,43985557.038,,
"COL","Colombia","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,738255.957,,
"COL","Colombia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,15256.201624,,
"COL","Colombia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,32873.957655,,
"COL","Colombia","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,662368.976,,
"COL","Colombia","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,13687.982537,,
"COL","Colombia","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,29494.770022,,
"COL","Colombia","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",3.581705,,
"COL","Colombia","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",24.199658,,
"COL","Colombia","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",25.186897,,
"COL","Colombia","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,48390.548,,
"COL","Colombia","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,22457.167,,
"COL","Colombia","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-75.800342,,
"LVA","Latvia","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,29142.539,,
"LVA","Latvia","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,15129.157171,,
"LVA","Latvia","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,19.161272,,
"LVA","Latvia","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,32420.872818,,
"LVA","Latvia","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,59355.896,,
"LVA","Latvia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,30814.222453,,
"LVA","Latvia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,39.026609,,
"LVA","Latvia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,66033.023244,,
"LVA","Latvia","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,54275.46,,
"LVA","Latvia","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,28176.747567,,
"LVA","Latvia","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,35.686214,,
"LVA","Latvia","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,60381.073378,,
"LVA","Latvia","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",0.28797,,
"LVA","Latvia","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",48.878067,,
"LVA","Latvia","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",52.209159,,
"LVA","Latvia","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",50.592235,,
"LVA","Latvia","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",93.619717,,
"LVA","Latvia","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,1926.25,,
"LVA","Latvia","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,1520.908344,,
"LVA","Latvia","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1692,,
"LVA","Latvia","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,898.882,,
"LVA","Latvia","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,789.569549,,
"LVA","Latvia","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-51.121933,,
"LVA","Latvia","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-6.380283,,
"LVA","Latvia","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-47.790841,,
"LTU","Lithuania","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,45491.069,,
"LTU","Lithuania","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,16237.862135,,
"LTU","Lithuania","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,20.165313,,
"LTU","Lithuania","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,32950.121106,,
"LTU","Lithuania","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,101826.049,,
"LTU","Lithuania","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,36346.4166,,
"LTU","Lithuania","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,45.137522,,
"LTU","Lithuania","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,73754.710982,,
"LTU","Lithuania","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,93074.233,,
"LTU","Lithuania","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,33222.489535,,
"LTU","Lithuania","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,41.258011,,
"LTU","Lithuania","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,67415.589843,,
"LTU","Lithuania","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",0.494017,,
"LTU","Lithuania","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",57.653332,,
"LTU","Lithuania","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",60.384238,,
"LTU","Lithuania","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",56.508327,,
"LTU","Lithuania","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",95.477452,,
"LTU","Lithuania","T_POPTOT","Total population; persons; thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,2801.543,,
"LTU","Lithuania","T_HRSTO","Hours worked for total employment; millions","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","6","Millions",,,2255.906936,,
"LTU","Lithuania","T_HRSAV","Average hours worked per person employed","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,1634,,
"LTU","Lithuania","T_EMPTO","Total employment (number of persons employed); thousands","PEHRS","Persons/Hours","2018","2018","PER","Persons","3","Thousands",,,1380.604,,
"LTU","Lithuania","T_HRSPOP","Labour utilisation (hours worked per head of population)","PEHRS","Persons/Hours","2018","2018","HOUR","Hours","0","Units",,,805.237305,,
"LTU","Lithuania","T_GPGDPO","Gap in GDP per capita with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-42.346668,,
"LTU","Lithuania","T_GPHRPO","Gap in labour utilisation with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-4.522548,,
"LTU","Lithuania","T_GPGDHR","Gap in GDP per hour worked with respect to the USA","GAP","Gap in % points","2018","2018","PC","Percentage","0","Units",,,-39.615762,,
"EA19","Euro area (19 countries)","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,11588278.019,,
"EA19","Euro area (19 countries)","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,46.276806,,
